epoch,distance_out_loss,loss,omega_out_loss,phi_out_loss,theta_out_loss,val_distance_out_loss,val_loss,val_omega_out_loss,val_phi_out_loss,val_theta_out_loss
29,0.3457863926887512,0.49199873208999634,0.6881431341171265,0.5446935892105103,0.41433751583099365,0.21908432245254517,0.34525105357170105,0.5193230509757996,0.3965401351451874,0.27000921964645386
30,0.34034305810928345,0.4872860610485077,0.6832858920097351,0.5404027104377747,0.40964141488075256,0.22487525641918182,0.3498035669326782,0.5241739749908447,0.4013836681842804,0.2735024690628052
31,0.34070977568626404,0.4867991805076599,0.6816262602806091,0.5398748517036438,0.4093558192253113,0.21697576344013214,0.34674587845802307,0.5241571664810181,0.3981906771659851,0.271480530500412
32,0.3420318067073822,0.48890188336372375,0.6846181154251099,0.5420017242431641,0.41137826442718506,0.22003890573978424,0.34532633423805237,0.517331063747406,0.397207111120224,0.27008694410324097
33,0.33929651975631714,0.4871366024017334,0.6815668344497681,0.5405675172805786,0.4104118347167969,0.22125110030174255,0.3437081575393677,0.5154529809951782,0.3946542739868164,0.2681180238723755
34,0.33791905641555786,0.4825162887573242,0.6774142384529114,0.5350321531295776,0.4048493206501007,0.2160860300064087,0.3424442410469055,0.515112578868866,0.394510418176651,0.26722291111946106
35,0.334272563457489,0.47999340295791626,0.6732109785079956,0.5325198173522949,0.403717577457428,0.21898458898067474,0.3451370298862457,0.5179585814476013,0.396824449300766,0.2701151371002197
36,0.33593690395355225,0.4819738268852234,0.6767597198486328,0.5341140031814575,0.40545955300331116,0.23111194372177124,0.34483909606933594,0.51408451795578,0.3937866687774658,0.26813220977783203
37,0.3367227613925934,0.4827643930912018,0.6764359474182129,0.5359465479850769,0.40576717257499695,0.22261935472488403,0.3496881425380707,0.5267829298973083,0.39964425563812256,0.27471908926963806
38,0.33630892634391785,0.4828217625617981,0.6765644550323486,0.5365136861801147,0.4055157005786896,0.2193165272474289,0.34229719638824463,0.5153053402900696,0.3934157192707062,0.2661650776863098
39,0.33342480659484863,0.4771811068058014,0.669639527797699,0.5298795104026794,0.4001317024230957,0.22284312546253204,0.3472977876663208,0.5195993185043335,0.3978157341480255,0.2728562653064728
40,0.33144059777259827,0.4760279655456543,0.6696643829345703,0.5283440351486206,0.3991865813732147,0.21667325496673584,0.3395545184612274,0.5095897912979126,0.38989126682281494,0.2656407058238983
41,0.3336474895477295,0.476897269487381,0.6688134074211121,0.5287827849388123,0.400677353143692,0.21387939155101776,0.33750319480895996,0.5069579482078552,0.38766422867774963,0.26442667841911316
42,0.33352136611938477,0.47991064190864563,0.672985315322876,0.5324527025222778,0.4040272831916809,0.21239615976810455,0.3388289511203766,0.509823203086853,0.39045393466949463,0.2649232745170593
43,0.3314756751060486,0.47504541277885437,0.6667173504829407,0.5276288986206055,0.3984117805957794,0.2207343429327011,0.34366196393966675,0.5138976573944092,0.39362430572509766,0.270045667886734
44,0.33202001452445984,0.47454550862312317,0.665799081325531,0.5272141695022583,0.39751309156417847,0.2131236046552658,0.3397703170776367,0.5110880136489868,0.3922576606273651,0.26494738459587097
45,0.329801470041275,0.47293195128440857,0.6651976704597473,0.5253224968910217,0.39597392082214355,0.2142353653907776,0.33875805139541626,0.5089007019996643,0.38964027166366577,0.2650656998157501
46,0.32953014969825745,0.47440168261528015,0.6659314036369324,0.5263888835906982,0.3990857005119324,0.21144646406173706,0.3367975950241089,0.5065004825592041,0.38752591609954834,0.2638934254646301
47,0.3303329348564148,0.47529318928718567,0.6669405698776245,0.5274094939231873,0.39983391761779785,0.2174806147813797,0.34100672602653503,0.5108673572540283,0.3914766311645508,0.26736950874328613
48,0.32984188199043274,0.47231602668762207,0.6628480553627014,0.5246384739875793,0.39596500992774963,0.21515439450740814,0.3336823582649231,0.5000180602073669,0.3844050168991089,0.2590557932853699
49,0.32974356412887573,0.47509098052978516,0.6663422584533691,0.5276156663894653,0.39961427450180054,0.2134809046983719,0.3330293893814087,0.5014640688896179,0.3825574219226837,0.2590583264827728
50,0.32792189717292786,0.47032856941223145,0.6601280570030212,0.5226438045501709,0.3943168818950653,0.21078765392303467,0.3331901431083679,0.4996280372142792,0.38426506519317627,0.26009759306907654
51,0.32566025853157043,0.46804025769233704,0.6579638123512268,0.5191715359687805,0.39313751459121704,0.21979913115501404,0.33798548579216003,0.5067911744117737,0.38710129261016846,0.2635599970817566
52,0.3247525990009308,0.46862030029296875,0.6581588387489319,0.5214540362358093,0.3929505944252014,0.20888641476631165,0.33562296628952026,0.5059159994125366,0.3866809606552124,0.26278677582740784
53,0.32780763506889343,0.4706791341304779,0.6610332131385803,0.5224823951721191,0.39513424038887024,0.2102113664150238,0.3313794732093811,0.49797698855400085,0.3811054527759552,0.25893881916999817
54,0.32674214243888855,0.4690059721469879,0.6577115654945374,0.5213885307312012,0.3934032917022705,0.21780496835708618,0.33650293946266174,0.5043985843658447,0.38694965839385986,0.26145732402801514
55,0.3248274326324463,0.46625471115112305,0.6547143459320068,0.5185724496841431,0.3904198408126831,0.21389497816562653,0.33708271384239197,0.5056813955307007,0.38759341835975647,0.2638665437698364
56,0.3235205113887787,0.46519824862480164,0.6542962789535522,0.516649603843689,0.3900354206562042,0.21473613381385803,0.33805224299430847,0.5079521536827087,0.3870716094970703,0.2657409608364105
57,0.32535260915756226,0.4685373306274414,0.6581147313117981,0.5207588076591492,0.3931185305118561,0.21284320950508118,0.3321131765842438,0.499459832906723,0.38147976994514465,0.2587081789970398
58,0.32217851281166077,0.46437907218933105,0.6535225510597229,0.516362190246582,0.3889244496822357,0.2084084004163742,0.331937700510025,0.5008487701416016,0.38173651695251465,0.2594480812549591
59,0.32345879077911377,0.4642319679260254,0.6528745293617249,0.5165257453918457,0.38800376653671265,0.20820224285125732,0.3313441872596741,0.49974238872528076,0.38053053617477417,0.2595296800136566
60,0.3275050222873688,0.46869680285453796,0.6571589708328247,0.520088791847229,0.39366984367370605,0.2113400250673294,0.3326890468597412,0.5007305145263672,0.3828054666519165,0.25922635197639465
61,0.32295623421669006,0.46398407220840454,0.6514468193054199,0.5158334374427795,0.38891714811325073,0.20567238330841064,0.3294777572154999,0.49600720405578613,0.37998440861701965,0.25760912895202637
62,0.3253280520439148,0.4642857313156128,0.6526501178741455,0.5149076581001282,0.388960063457489,0.2112296223640442,0.3324907422065735,0.4999174177646637,0.3824659287929535,0.2594326138496399
63,0.32216379046440125,0.4626649022102356,0.6503676772117615,0.5147967338562012,0.3869321346282959,0.21505776047706604,0.33540791273117065,0.5035102367401123,0.38444414734840393,0.26249560713768005
64,0.32213979959487915,0.4638000428676605,0.6519296169281006,0.5156680941581726,0.388696551322937,0.21002405881881714,0.33181437849998474,0.4989641606807709,0.3816453218460083,0.2593039274215698
65,0.3229124844074249,0.46342775225639343,0.6512924432754517,0.5153303146362305,0.38785141706466675,0.21106991171836853,0.33288195729255676,0.49982303380966187,0.3830397129058838,0.26015982031822205
66,0.3184885084629059,0.458272784948349,0.6455513834953308,0.5097901821136475,0.3830074965953827,0.20402704179286957,0.3270918130874634,0.4923008382320404,0.3774210214614868,0.2556903660297394
67,0.3217991292476654,0.46247342228889465,0.650458574295044,0.5137818455696106,0.38750970363616943,0.2136228382587433,0.3308691382408142,0.49614447355270386,0.3801504373550415,0.2575732469558716
68,0.32090243697166443,0.4624796509742737,0.6502339243888855,0.51414555311203,0.387724369764328,0.2118554562330246,0.3303919732570648,0.49709442257881165,0.37944889068603516,0.2572522461414337
69,0.3234916627407074,0.46366363763809204,0.6508609056472778,0.5156823396682739,0.38813239336013794,0.20543651282787323,0.32984134554862976,0.4995354115962982,0.37973952293395996,0.2572984993457794
70,0.3194471001625061,0.45948195457458496,0.6472708582878113,0.5110311508178711,0.38405588269233704,0.21021434664726257,0.3320252299308777,0.5000211000442505,0.3814711272716522,0.2594868540763855
71,0.31898701190948486,0.46036475896835327,0.6475104093551636,0.5120595693588257,0.3857871890068054,0.20913831889629364,0.32929056882858276,0.4954630732536316,0.37860798835754395,0.2569631040096283
72,0.3188902735710144,0.4582007825374603,0.6455832719802856,0.5100796818733215,0.38228487968444824,0.20961391925811768,0.32934680581092834,0.49414747953414917,0.3783642053604126,0.25779545307159424
73,0.3216208219528198,0.4595094621181488,0.6458387970924377,0.5108128786087036,0.3839857578277588,0.2055148184299469,0.32761910557746887,0.4929933249950409,0.3769567906856537,0.2566463351249695
74,0.32184040546417236,0.4626258909702301,0.6503135561943054,0.514562726020813,0.3872371017932892,0.20839804410934448,0.326719731092453,0.4916518032550812,0.37531307339668274,0.25482118129730225
75,0.3176842927932739,0.4573218822479248,0.6443066000938416,0.508590579032898,0.3823813498020172,0.20465150475502014,0.3292831778526306,0.49687710404396057,0.37987464666366577,0.25721052289009094
76,0.3166145980358124,0.4557495415210724,0.6419576406478882,0.5077533721923828,0.38020867109298706,0.20314668118953705,0.3252992630004883,0.48971256613731384,0.3747490346431732,0.2547192871570587
77,0.3194372355937958,0.45720741152763367,0.6444399356842041,0.5086077451705933,0.3810760974884033,0.20629090070724487,0.3274258077144623,0.4910222291946411,0.3769668638706207,0.2566539943218231
78,0.3172939419746399,0.45429685711860657,0.6399363279342651,0.5053578019142151,0.37891727685928345,0.20503397285938263,0.3264947235584259,0.4915603697299957,0.3754742741584778,0.25571274757385254
79,0.3171778917312622,0.4547058939933777,0.6400532722473145,0.5064293742179871,0.37907230854034424,0.20391759276390076,0.3234865665435791,0.4877530038356781,0.3725457787513733,0.2520785629749298
80,0.3165867030620575,0.45390403270721436,0.6397198438644409,0.5055197477340698,0.3780389130115509,0.20740894973278046,0.32660019397735596,0.491797536611557,0.3758286237716675,0.2543686628341675
81,0.3194783627986908,0.45917966961860657,0.6456721425056458,0.5114611983299255,0.38350191712379456,0.2084324210882187,0.3263886570930481,0.4905715584754944,0.3756024241447449,0.25406157970428467
82,0.3174598515033722,0.4561658799648285,0.6428256034851074,0.5076763033866882,0.3806780278682709,0.20448745787143707,0.32643306255340576,0.49170902371406555,0.37573742866516113,0.25546348094940186
83,0.3168558180332184,0.4567132890224457,0.6420255303382874,0.5088080167770386,0.3818918466567993,0.2071487009525299,0.32766029238700867,0.49208304286003113,0.3770657479763031,0.2562991976737976
84,0.31725993752479553,0.45358699560165405,0.6383726596832275,0.5044966340065002,0.37844905257225037,0.20685265958309174,0.3257811367511749,0.4898078441619873,0.3752637207508087,0.2537492513656616
85,0.3154125511646271,0.4542376399040222,0.6398111581802368,0.5062726140022278,0.3788292706012726,0.20604363083839417,0.325553297996521,0.4891272783279419,0.37574687600135803,0.2533274292945862
86,0.31344881653785706,0.4527148902416229,0.6385775208473206,0.5040339827537537,0.378098726272583,0.20117250084877014,0.3224513530731201,0.4861213266849518,0.3729710280895233,0.2507360577583313
87,0.31502804160118103,0.45230647921562195,0.6376081109046936,0.5038855075836182,0.3767163157463074,0.2018473595380783,0.3236025869846344,0.4852222502231598,0.37327075004577637,0.254002183675766
88,0.3130151331424713,0.4524245262145996,0.6383587718009949,0.5036019682884216,0.37798407673835754,0.2070235311985016,0.326019287109375,0.4900320768356323,0.37524086236953735,0.2542892396450043
89,0.31489646434783936,0.4522996246814728,0.6375226378440857,0.5034272074699402,0.37726232409477234,0.2103033810853958,0.3268437683582306,0.4890637993812561,0.3763526678085327,0.2544950246810913
90,0.31389376521110535,0.45106586813926697,0.6362542510032654,0.5029118657112122,0.37521129846572876,0.2035001814365387,0.32433387637138367,0.4852183163166046,0.37398746609687805,0.25465503334999084
91,0.31155678629875183,0.4499754309654236,0.6351063847541809,0.5015985369682312,0.37499797344207764,0.20186351239681244,0.3228083848953247,0.48628395795822144,0.37285885214805603,0.25149229168891907
92,0.3142727017402649,0.4506015479564667,0.6356912851333618,0.501602292060852,0.3752191960811615,0.20192621648311615,0.3231443464756012,0.48781436681747437,0.3717290163040161,0.25283369421958923
93,0.3154524862766266,0.45365428924560547,0.6390640139579773,0.505009114742279,0.3786959648132324,0.2070663422346115,0.32372021675109863,0.4866662621498108,0.37187251448631287,0.25242185592651367
94,0.3165174424648285,0.4519594609737396,0.6365700960159302,0.502758264541626,0.3765754699707031,0.2041451632976532,0.32131803035736084,0.483789324760437,0.3699399530887604,0.2500467598438263
95,0.31333252787590027,0.4509146213531494,0.6359485983848572,0.5019387602806091,0.37616458535194397,0.20380529761314392,0.3223890960216522,0.4863087832927704,0.3705332577228546,0.2515769898891449
96,0.31493231654167175,0.4543173611164093,0.6394186615943909,0.5055943131446838,0.38018277287483215,0.20605044066905975,0.3267441987991333,0.49412262439727783,0.37476176023483276,0.25538429617881775
97,0.3136674463748932,0.45127159357070923,0.6361038088798523,0.5023761987686157,0.37655210494995117,0.20009452104568481,0.32107052206993103,0.4831503629684448,0.3711779713630676,0.2504110336303711
98,0.31267863512039185,0.44925346970558167,0.6340560913085938,0.5004303455352783,0.3739630877971649,0.201505646109581,0.32171839475631714,0.48663824796676636,0.37044036388397217,0.2506427764892578
99,0.313373863697052,0.4502829313278198,0.6346773505210876,0.5019418001174927,0.3748810887336731,0.20027931034564972,0.319574236869812,0.48160263895988464,0.3689301609992981,0.24885150790214539
100,0.31283771991729736,0.4495401978492737,0.6330811977386475,0.501114010810852,0.37454721331596375,0.20434939861297607,0.32201680541038513,0.4838901162147522,0.37114810943603516,0.25078263878822327
101,0.3111700117588043,0.4486008286476135,0.63362717628479,0.4999692142009735,0.3734351396560669,0.20057348906993866,0.3227263391017914,0.48664531111717224,0.3729214072227478,0.2516481876373291
102,0.3105393350124359,0.4466492831707001,0.6300108432769775,0.4975995421409607,0.372073233127594,0.20070192217826843,0.32024773955345154,0.48111966252326965,0.3695678412914276,0.25026458501815796
103,0.311111181974411,0.4478149116039276,0.6313618421554565,0.4988707900047302,0.37333810329437256,0.20138588547706604,0.31882786750793457,0.47973179817199707,0.3670799732208252,0.24884481728076935
104,0.3110937774181366,0.44831377267837524,0.6319664716720581,0.49974948167800903,0.37366151809692383,0.202802374958992,0.3209986090660095,0.4829553961753845,0.3692109286785126,0.2509060800075531
105,0.3120977282524109,0.45187124609947205,0.635759711265564,0.5035616159439087,0.3781227171421051,0.20414716005325317,0.32303744554519653,0.48592159152030945,0.3720875680446625,0.2519904673099518
106,0.309631884098053,0.44473403692245483,0.6281364560127258,0.49600720405578613,0.36931049823760986,0.19920912384986877,0.3192545175552368,0.48164671659469604,0.3684605360031128,0.24887512624263763
107,0.3113838732242584,0.4486864507198334,0.6325310468673706,0.49966543912887573,0.3744376599788666,0.20184332132339478,0.32097283005714417,0.4829908609390259,0.3697260618209839,0.2507753074169159
108,0.3116108775138855,0.44845864176750183,0.632920503616333,0.4994414448738098,0.3736678659915924,0.2038922756910324,0.32443881034851074,0.4867868423461914,0.37352681159973145,0.25445008277893066
109,0.3095230460166931,0.44506755471229553,0.6282533407211304,0.4964491128921509,0.36986488103866577,0.20146217942237854,0.32263079285621643,0.48649901151657104,0.37223485112190247,0.25167685747146606
110,0.3127409815788269,0.44944512844085693,0.6332024931907654,0.501156747341156,0.37420693039894104,0.20145589113235474,0.3195614814758301,0.4818717837333679,0.3679153323173523,0.24910515546798706
111,0.30974850058555603,0.4454427659511566,0.6290892958641052,0.49604108929634094,0.3708679676055908,0.20023787021636963,0.3205745816230774,0.4834882318973541,0.3697862923145294,0.2500743269920349
112,0.3141797184944153,0.4502246379852295,0.6340674757957458,0.5015002489089966,0.37504929304122925,0.2076888233423233,0.3279182016849518,0.4927721321582794,0.37759095430374146,0.25593331456184387
113,0.3093598783016205,0.4458580017089844,0.6297029852867126,0.4967138171195984,0.37132877111434937,0.19992779195308685,0.31756138801574707,0.4781092405319214,0.3662603497505188,0.2474052757024765
114,0.30850881338119507,0.4449014365673065,0.6269822716712952,0.49614500999450684,0.3708127737045288,0.19906587898731232,0.31855514645576477,0.48117029666900635,0.3676455020904541,0.24790173768997192
115,0.30705633759498596,0.44232311844825745,0.6248427629470825,0.4934677481651306,0.3675508499145508,0.19903777539730072,0.318888783454895,0.4801517426967621,0.36830294132232666,0.24876844882965088
116,0.3102482855319977,0.4463004469871521,0.6307916641235352,0.4969795346260071,0.37140214443206787,0.20003089308738708,0.3192160129547119,0.47955870628356934,0.3693058490753174,0.24854736030101776
117,0.30854299664497375,0.4448036551475525,0.6281740665435791,0.4962334632873535,0.3698177933692932,0.2022855132818222,0.3220711052417755,0.4850519895553589,0.3710046410560608,0.25153979659080505
118,0.30867815017700195,0.44382375478744507,0.6268575191497803,0.494607537984848,0.3690946400165558,0.1988743394613266,0.31905052065849304,0.4810161292552948,0.36822509765625,0.2489810585975647
119,0.3103320598602295,0.4464026093482971,0.6292529702186584,0.4981282949447632,0.3712864816188812,0.203898087143898,0.3228285312652588,0.4849315881729126,0.370818555355072,0.2532521188259125
120,0.3110198974609375,0.4467846155166626,0.6299076676368713,0.49879488348960876,0.37109509110450745,0.19926266372203827,0.31741034984588623,0.4792745113372803,0.36578699946403503,0.24717526137828827
121,0.30658018589019775,0.44416356086730957,0.6278063654899597,0.49520623683929443,0.37009111046791077,0.19965623319149017,0.3180462718009949,0.47916117310523987,0.3671759366989136,0.24755428731441498
122,0.3058871626853943,0.44205984473228455,0.6248273253440857,0.4933314919471741,0.367490291595459,0.20134621858596802,0.32124367356300354,0.4887951910495758,0.369874507188797,0.24878601729869843
123,0.30727455019950867,0.4425501227378845,0.6251441836357117,0.49341240525245667,0.3680288791656494,0.20049415528774261,0.31812870502471924,0.48003700375556946,0.3670065701007843,0.2471139281988144
124,0.308117538690567,0.44215118885040283,0.6238557696342468,0.4935377538204193,0.3669300973415375,0.20095676183700562,0.3174080550670624,0.4781867563724518,0.36582085490226746,0.24683156609535217
125,0.3084140717983246,0.44266578555107117,0.624169111251831,0.4936370849609375,0.36806848645210266,0.1995847523212433,0.31865787506103516,0.4805520176887512,0.3677976727485657,0.24810755252838135
126,0.30913686752319336,0.4445176422595978,0.6268134713172913,0.4957418143749237,0.36983662843704224,0.20438508689403534,0.3186191916465759,0.47718754410743713,0.36619797348976135,0.24887336790561676
127,0.3063143491744995,0.44053664803504944,0.6220170259475708,0.4916345775127411,0.36580920219421387,0.2008531242609024,0.3178573548793793,0.47715309262275696,0.3668138086795807,0.2477550506591797
128,0.3093518018722534,0.44671711325645447,0.6298937201499939,0.49737387895584106,0.37315496802330017,0.1993456482887268,0.3164648115634918,0.47655367851257324,0.3654906153678894,0.24595412611961365
129,0.30584287643432617,0.4422836899757385,0.625146746635437,0.4936842620372772,0.36767271161079407,0.1996907740831375,0.3167734146118164,0.4780574440956116,0.36427366733551025,0.24717244505882263
130,0.30848532915115356,0.44419988989830017,0.6271421909332275,0.49500930309295654,0.3697776198387146,0.19927693903446198,0.31707116961479187,0.4785061180591583,0.36495721340179443,0.24736478924751282
131,0.3113541901111603,0.44982194900512695,0.6334413290023804,0.5010519623756409,0.3760160803794861,0.19414179027080536,0.3145310580730438,0.47573330998420715,0.36385858058929443,0.24479693174362183
132,0.30745676159858704,0.44402483105659485,0.6267542839050293,0.4949394166469574,0.370030015707016,0.1967838853597641,0.31466060876846313,0.4759325087070465,0.36263507604599,0.24498863518238068
133,0.3076018691062927,0.44211480021476746,0.6234067678451538,0.49330857396125793,0.36753225326538086,0.20081432163715363,0.3187766373157501,0.48027950525283813,0.36770638823509216,0.2480766326189041
134,0.30708950757980347,0.442379891872406,0.6244631409645081,0.4936370253562927,0.3677254319190979,0.19892466068267822,0.31706660985946655,0.47740018367767334,0.3656846582889557,0.24735277891159058
135,0.3045574426651001,0.44038641452789307,0.6226795315742493,0.49156254529953003,0.36597710847854614,0.1968972533941269,0.3148808777332306,0.4732900559902191,0.36355167627334595,0.24599725008010864
136,0.3035392463207245,0.4384516477584839,0.6195268034934998,0.4901021718978882,0.3637206554412842,0.20452529191970825,0.3225826621055603,0.4836499094963074,0.3714880049228668,0.25217223167419434
137,0.30704039335250854,0.44181954860687256,0.6237871050834656,0.49246248602867126,0.3675815463066101,0.19704654812812805,0.31864041090011597,0.48166361451148987,0.3680981397628784,0.24846798181533813
138,0.30870145559310913,0.4458725154399872,0.6286634206771851,0.4968926012516022,0.3720417320728302,0.19801880419254303,0.3142966032028198,0.4734225869178772,0.3626047968864441,0.24456419050693512
139,0.3048152029514313,0.4389728903770447,0.6205132007598877,0.4899522066116333,0.3643030524253845,0.19679051637649536,0.3162723481655121,0.47784584760665894,0.3658396601676941,0.24565920233726501
140,0.30425360798835754,0.438610315322876,0.6199803948402405,0.49013552069664,0.36357763409614563,0.19804319739341736,0.31484636664390564,0.4764483571052551,0.3624208867549896,0.2448722869157791
141,0.3031788170337677,0.4375518262386322,0.6184191703796387,0.4888973832130432,0.362959086894989,0.19862304627895355,0.3142765164375305,0.47341111302375793,0.36202365159988403,0.2447887659072876
142,0.30377569794654846,0.4384140074253082,0.6191690564155579,0.4899244010448456,0.3638446629047394,0.20426629483699799,0.3245948851108551,0.49051544070243835,0.37209588289260864,0.25429776310920715
143,0.30699867010116577,0.44496527314186096,0.626802384853363,0.49640703201293945,0.3715868890285492,0.19888508319854736,0.3181084096431732,0.47863295674324036,0.36671265959739685,0.2488533854484558
144,0.3039429187774658,0.43894925713539124,0.6205401420593262,0.48935666680336,0.3652490973472595,0.1953766793012619,0.31671765446662903,0.48026394844055176,0.36576738953590393,0.24656522274017334
145,0.3039339482784271,0.4397423267364502,0.6220637559890747,0.4904618263244629,0.3657667636871338,0.19687394797801971,0.3155788481235504,0.4759577214717865,0.36396753787994385,0.24635308980941772
146,0.3061503767967224,0.44078510999679565,0.6216638088226318,0.4915045499801636,0.36694449186325073,0.19844263792037964,0.3159564137458801,0.4755139946937561,0.3640809953212738,0.24681001901626587
147,0.305059552192688,0.4395494759082794,0.6206132173538208,0.49052461981773376,0.3652871549129486,0.19942152500152588,0.31310543417930603,0.4709765911102295,0.3609342873096466,0.2431829273700714
148,0.3057379126548767,0.44205841422080994,0.6233714818954468,0.4929727613925934,0.36864805221557617,0.1971544772386551,0.31666800379753113,0.47711482644081116,0.36558133363723755,0.2472880780696869
149,0.30198296904563904,0.43581080436706543,0.6162534952163696,0.486887127161026,0.3614270091056824,0.19731444120407104,0.3142281770706177,0.4736582040786743,0.3617327809333801,0.245465487241745
150,0.3042379915714264,0.4395114481449127,0.6202238202095032,0.4909365773200989,0.36536553502082825,0.20037174224853516,0.31524425745010376,0.4738355576992035,0.3635113835334778,0.24511773884296417
