Set,Chain1,Chain2,LoopRMSD,AnchorRMSD
114,3nifE,3zdzE,0.34902513692534964,0.1854086966958404
114,3nifE,3zdzH,0.1799802028801,0.08340481087550318
114,3nifE,3ze1E,0.36334907759922985,0.1755230275604644
114,3nifE,3ze1H,0.18647569025270302,0.060350192423265024
114,3nifE,2vdrH,0.16480034713291902,0.10438615130013748
114,3nifE,3t3pH,0.2697355698415025,0.09656513464067226
114,3nifE,3t3pE,0.1548830739484507,0.0801062933154714
114,3nifE,2vdnH,0.25935822642334194,0.12412550370469938
114,3nifE,3t3mH,0.277352275851662,0.11247666916406622
114,3nifE,3t3mE,0.2445358967568078,0.1391310756453346
114,3nifE,2vdpH,0.11842264500274655,0.10459859905515106
114,3nifH,2vdlH,0.1515762823022541,0.08359303197026509
114,3nifH,3ze0H,0.1417156187645273,0.0715014011900561
114,3nifH,3ze0E,0.3619725434866009,0.12685654316077552
114,3nifH,2vdqH,0.1084362750128502,0.08293715138025387
114,3nifH,3zdyH,0.1891785012577602,0.07296600276664958
114,3nifH,3zdyE,0.1857096234365332,0.1240786466541998
114,3nifH,3zdzE,0.36515752728475104,0.1860967204934436
114,3nifH,3zdzH,0.13671788317541805,0.07195104020887949
114,3nifH,3ze1E,0.3502616338696891,0.17322711683340727
114,3nifH,3ze1H,0.17750846737659026,0.09384093752216166
114,3nifH,2vdrH,0.12031262478264618,0.07247616072090947
114,3nifH,3t3pH,0.20016747257833792,0.0938544317414524
114,3nifH,3t3pE,0.16585412304182098,0.1354806396599097
114,3nifH,2vdnH,0.1975042887000219,0.08909691510794618
114,3nifH,3t3mH,0.1973689960405482,0.07400171186525024
114,3nifH,3t3mE,0.2017011462249076,0.1904427299644874
114,3nifH,2vdpH,0.09166548080878408,0.09255221926254552
114,2vdlH,3ze0H,0.2128650754943589,0.0943943119073401
114,2vdlH,3ze0E,0.4562952032297329,0.1073173748367788
114,2vdlH,2vdqH,0.09257639237484667,0.03597678676571218
114,2vdlH,3zdyH,0.2467981090496688,0.10809613585315424
114,2vdlH,3zdyE,0.2815125451932337,0.11325230267841373
114,2vdlH,3zdzE,0.4691076583142234,0.16510485038317846
114,2vdlH,3zdzH,0.2254707983879577,0.0901182755651184
114,2vdlH,3ze1E,0.4599924987849966,0.16973322837691135
114,2vdlH,3ze1H,0.26360285173428,0.08144204761001297
114,2vdlH,2vdrH,0.1277985009382538,0.04860470284348998
114,2vdlH,3t3pH,0.2416377943189491,0.09057369561654947
114,2vdlH,3t3pE,0.20207519863083032,0.08848915934345902
114,2vdlH,2vdnH,0.16669472753712936,0.09687776000839338
114,2vdlH,3t3mH,0.22212024218004564,0.09587046309228574
114,2vdlH,3t3mE,0.282136978794487,0.13371925368768864
114,2vdlH,2vdpH,0.1329123528359979,0.04190959336467951
114,3ze0H,3ze0E,0.35601586377636235,0.08746560207892264
114,3ze0H,2vdqH,0.18703304199086884,0.08793342767234602
114,3ze0H,3zdyH,0.1779056289939421,0.0684242791711536
114,3ze0H,3zdyE,0.1422613426393531,0.0874558196361222
114,3ze0H,3zdzE,0.3473199439288464,0.17294633369824106
114,3ze0H,3zdzH,0.12945735773684386,0.03843868299129754
114,3ze0H,3ze1E,0.3359255012321097,0.1447674251715174
114,3ze0H,3ze1H,0.18808996992452984,0.05010297726416832
114,3ze0H,2vdrH,0.1963183181937988,0.09037367513476582
114,3ze0H,3t3pH,0.24986316244062454,0.08399052258279723
114,3ze0H,3t3pE,0.16982732806175385,0.134743373408756
114,3ze0H,2vdnH,0.25032317983510755,0.09038743267963513
114,3ze0H,3t3mH,0.2177361169833664,0.07949287998120258
114,3ze0H,3t3mE,0.1830965116217385,0.1835455534305
114,3ze0H,2vdpH,0.15171935430027272,0.10580595004461743
114,3ze0E,2vdqH,0.3995040894691146,0.0947805709600515
114,3ze0E,3zdyH,0.3474512352963868,0.11013682892636067
114,3ze0E,3zdyE,0.287045471709172,0.08451401232305575
114,3ze0E,3zdzE,0.2261890054056056,0.11180737458399184
114,3ze0E,3zdzH,0.29779463990145955,0.08081610219896794
114,3ze0E,3ze1E,0.13517515527111504,0.09106060276790408
114,3ze0E,3ze1H,0.2411459978232156,0.06682821007099507
114,3ze0E,2vdrH,0.3921013684318935,0.09682301064707728
114,3ze0E,3t3pH,0.4248395708165463,0.0864419415949861
114,3ze0E,3t3pE,0.4190262802950771,0.13600420694745793
114,3ze0E,2vdnH,0.4466415949476145,0.08090167382613771
114,3ze0E,3t3mH,0.4369081683522281,0.08976025030960691
114,3ze0E,3t3mE,0.33014286692945555,0.15342543613213294
114,3ze0E,2vdpH,0.3740640672971163,0.10808340677682006
114,2vdqH,3zdyH,0.2117843318730168,0.10900358864269197
114,2vdqH,3zdyE,0.2318374595174344,0.1135128685726422
114,2vdqH,3zdzE,0.4239334775361828,0.1548034667953285
114,2vdqH,3zdzH,0.18103518643339347,0.08224087499712418
114,2vdqH,3ze1E,0.40652427217997694,0.15614983658314846
114,2vdqH,3ze1H,0.2042967351398755,0.07309501877065153
114,2vdqH,2vdrH,0.05905216127972016,0.039275091953761006
114,2vdqH,3t3pH,0.202566750637784,0.09169245441693108
114,2vdqH,3t3pE,0.20720266946866656,0.10355889040229524
114,2vdqH,2vdnH,0.1591757966952684,0.08699006614383492
114,2vdqH,3t3mH,0.19881375603757265,0.09432315584247483
114,2vdqH,3t3mE,0.24714092708081284,0.1466467997036962
114,2vdqH,2vdpH,0.08251183095815208,0.05242283550813347
114,3zdyH,3zdyE,0.18094734200951512,0.08109016219925076
114,3zdyH,3zdzE,0.3927103218572984,0.1725532192711442
114,3zdyH,3zdzH,0.16181469469195486,0.054096587632353185
114,3zdyH,3ze1E,0.3372267557402329,0.14500076903326492
114,3zdyH,3ze1H,0.21257587447441934,0.08793157850048437
114,3zdyH,2vdrH,0.19605890701596346,0.09424744299401608
114,3zdyH,3t3pH,0.1902737492539404,0.07687310391077594
114,3zdyH,3t3pE,0.27424816805202473,0.13844316510694668
114,3zdyH,2vdnH,0.1958282598872288,0.07898420189421487
114,3zdyH,3t3mH,0.14623247422149635,0.05408375464641625
114,3zdyH,3t3mE,0.17215141643078707,0.18757372364716784
114,3zdyH,2vdpH,0.20336945431835074,0.10329554530818252
114,3zdyE,3zdzE,0.29118737330744066,0.15579168504214236
114,3zdyE,3zdzH,0.15419760057543688,0.08138713361149427
114,3zdyE,3ze1E,0.2691207018815536,0.1358488885453916
114,3zdyE,3ze1H,0.16531664173403926,0.08224894115284527
114,3zdyE,2vdrH,0.2168917190733572,0.10611933734237396
114,3zdyE,3t3pH,0.2538457908541287,0.06437305981288187
114,3zdyE,3t3pE,0.2368934270138118,0.11471102995651898
114,3zdyE,2vdnH,0.2676879942653617,0.11109336168892872
114,3zdyE,3t3mH,0.2419891698986269,0.0961928760122504
114,3zdyE,3t3mE,0.16050347625675568,0.13647775254483624
114,3zdyE,2vdpH,0.18645161848835026,0.10781206324292857
114,3zdzE,3zdzH,0.30502421773458943,0.16414327991710534
114,3zdzE,3ze1E,0.15559968323053242,0.07013776700183813
114,3zdzE,3ze1H,0.2772137579044319,0.16253358841588972
114,3zdzE,2vdrH,0.4214402713981517,0.13938756435363492
114,3zdzE,3t3pH,0.449194600658628,0.15608990191943822
114,3zdzE,3t3pE,0.3922238958044154,0.20486901840702867
114,3zdzE,2vdnH,0.4670329354958672,0.11746523534558904
114,3zdzE,3t3mH,0.4669895492728078,0.14023604091908215
114,3zdzE,3t3mE,0.3477722735162148,0.1879120684926735
114,3zdzE,2vdpH,0.3818348496755729,0.15202939814947428
114,3zdzH,3ze1E,0.2775585692528297,0.13572555477526807
114,3zdzH,3ze1H,0.15005703098953535,0.047516485079239695
114,3zdzH,2vdrH,0.18526430447704534,0.08346138105667926
114,3zdzH,3t3pH,0.2392641923014908,0.07436316440786321
114,3zdzH,3t3pE,0.19889481939792428,0.12231932000312465
114,3zdzH,2vdnH,0.23891614145618265,0.07390805149036547
114,3zdzH,3t3mH,0.22124289866947766,0.057529443142804636
114,3zdzH,3t3mE,0.20280429621078672,0.17653205617964451
114,3zdzH,2vdpH,0.1620896109057495,0.09469515670644213
114,3ze1E,3ze1H,0.2567241955038544,0.1431028924248875
114,3ze1E,2vdrH,0.3988396774621471,0.1446911381809146
114,3ze1E,3t3pH,0.4162058194014495,0.14785846489295018
114,3ze1E,3t3pE,0.3997866704297957,0.20995508039702165
114,3ze1E,2vdnH,0.4393473688664809,0.09859497625382148
114,3ze1E,3t3mH,0.4215455623331824,0.12101188554343092
114,3ze1E,3t3mE,0.3156908389152629,0.2125790641836517
114,3ze1E,2vdpH,0.3728383165327599,0.15788921163894165
114,3ze1H,2vdrH,0.1959435353992274,0.08454195801664452
114,3ze1H,3t3pH,0.2587692433091539,0.07224593309202179
114,3ze1H,3t3pE,0.2565427201483676,0.10937663935770292
114,3ze1H,2vdnH,0.2743230071314212,0.0923773833728632
114,3ze1H,3t3mH,0.2684557541767938,0.08509670481887521
114,3ze1H,3t3mE,0.20656405672678496,0.15727771548334116
114,3ze1H,2vdpH,0.19027769919196205,0.09180172849486763
114,2vdrH,3t3pH,0.17119125892819964,0.07804311617975535
114,2vdrH,3t3pE,0.2290924568025293,0.11330312961635397
114,2vdrH,2vdnH,0.14506400996428592,0.07200969932760624
114,2vdrH,3t3mH,0.1811030184486211,0.07660141229556786
114,2vdrH,3t3mE,0.2260291711734597,0.1464287269817339
114,2vdrH,2vdpH,0.10014970868154466,0.050681785314798916
114,3t3pH,3t3pE,0.31295613735302763,0.1004979262299563
114,3t3pH,2vdnH,0.15541594641344306,0.09577768643915656
114,3t3pH,3t3mH,0.13606244153837194,0.07477139459463612
114,3t3pH,3t3mE,0.2046752651212533,0.13055241199191464
114,3t3pH,2vdpH,0.21774967987752,0.08897216675218086
114,3t3pE,2vdnH,0.29408637492606376,0.15244834465912596
114,3t3pE,3t3mH,0.2784725977229733,0.13379528997446966
114,3t3pE,3t3mE,0.2580684128659244,0.09005999705101213
114,3t3pE,2vdpH,0.18755458990779286,0.09706251995018364
114,2vdnH,3t3mH,0.15328120686591706,0.04747869164738745
114,2vdnH,3t3mE,0.2544905285550645,0.18607819599754308
114,2vdnH,2vdpH,0.1807552494146486,0.08913179345678998
114,3t3mH,3t3mE,0.20702467539082609,0.17465390857926633
114,3t3mH,2vdpH,0.2055303016362025,0.09091763776598297
114,3t3mE,2vdpH,0.2232346926454794,0.13358460436282207
115,6mhgG,6axkA,0.7562995338769132,0.2237446709943325
116,6adcE,6adcC,0.43836672964199797,0.27216904590093016
116,6adcE,2h2pE,1.013600958840715,0.4058916691132442
116,6adcE,2h2pC,0.5296841925121109,0.4252071306738639
116,6adcE,4mqxE,0.7115478515625,0.2258144939570316
116,6adcE,4mqxC,0.5346242390346931,0.240634826079108
116,6adcE,3ejzC,0.32275377928576954,0.15097753349828602
116,6adcE,3ejzE,0.2981912520705676,0.14271449467838365
116,6adcE,2h2sE,0.5735758861315262,0.2721078076583295
116,6adcE,2h2sC,0.6464270367506307,0.4196664224784532
116,6adcE,2fedC,0.7516834617709903,0.2267871838929087
116,6adcE,2fedE,0.3900057939410816,0.1682538489205841
116,6adcE,2htlC,0.4012405585577529,0.2221740465292919
116,6adcE,2htlE,0.4717679385442257,0.14579660649433546
116,6adcE,4kkaC,0.3550973093874505,0.1898413856098844
116,6adcE,4kkaE,0.34717870446196464,0.3039184743620928
116,6adcE,6ad8E,0.3513102103024518,0.1120426506558415
116,6adcE,6ad8C,0.7307267065045323,0.16975069416905256
116,6adcE,4eneE,0.31817015190690145,0.08137495434469433
116,6adcE,4eneC,0.26270308004474296,0.18385409575845227
116,6adcE,2htkC,0.28371367637954104,0.1961846890367922
116,6adcE,2htkE,0.4647528695776649,0.12198128721022405
116,6adcE,6k5dE,0.4352746292258159,0.20038822842420395
116,6adcE,6k5dC,0.32253437973453997,0.25164419361589263
116,6adcE,5hd8E,0.3736831521452657,0.14325083992690685
116,6adcE,5hd8C,0.3695611223885123,0.1739988127602244
116,6adcE,4kk8E,0.2886791232209553,0.1840799560101778
116,6adcE,4kk8C,0.2606774903515596,0.16404367996406674
116,6adcE,4kkbE,0.30657705024580234,0.14378983853625854
116,6adcE,4kkbC,0.3896193529331103,0.1730396142399061
116,6adcE,2exwC,0.8576158986161202,0.5984222294057682
116,6adcE,2exwE,0.6460706879675479,0.3580781496585082
116,6adcE,6k5fC,0.4728565579780366,0.2990618176565261
116,6adcE,6k5fE,0.3773019886009179,0.2833553245214016
116,6adcE,2r9hE,0.4745827420144198,0.19183641245087105
116,6adcE,2r9hC,0.4247786415270897,0.1668958509212857
116,6adcE,2feeJ,0.35435517871262195,0.19681312099855552
116,6adcE,2feeI,0.4853325500448665,0.15884602661347302
116,6adcE,6adaC,0.43596029119493396,0.2593912355587717
116,6adcE,6adaE,0.5151970127490393,0.21347473565610406
116,6adcE,4kk5E,0.4001765167156586,0.2362530324697312
116,6adcE,4kk5C,0.33826779940076035,0.264109481639828
116,6adcE,4louC,0.3417855070131018,0.2078469273114905
116,6adcE,4louE,0.2662222962674446,0.2632378104036463
116,6adcE,2ht3C,0.4649961366031494,0.2782674798035293
116,6adcE,2ht3E,0.4092463755377199,0.4182494143980278
116,6adcE,6k5iE,0.3476344808985148,0.17767986093613156
116,6adcE,6k5iC,0.3733018483098925,0.2166631822574683
116,6adcE,6ad7C,0.33103426304831235,0.2466821643689259
116,6adcE,6ad7E,0.2885755645410749,0.18980897559821908
116,6adcE,4kjqE,0.21761317835387686,0.16534387655490151
116,6adcE,4kjqC,0.2757004354685705,0.1357281587236912
116,6adcE,4kkcC,0.3021643039554361,0.2316707094851577
116,6adcE,4kkcE,0.2613119372669959,0.2109777221411268
116,6adcE,2ez0E,0.9982280977255298,0.3677454706463886
116,6adcE,2ez0C,0.4199386504614983,0.4287355228376768
116,6adcE,3ejyC,0.4915420978214207,0.2053965137612912
116,6adcE,3ejyE,0.4602696057318537,0.1848779592753745
116,6adcE,4kk6E,0.3253011960695825,0.2071784695557832
116,6adcE,4kk6C,0.4046443468821175,0.264533779277504
116,6adcE,4kjwC,0.4146992582639133,0.21998963026422166
116,6adcE,4kjwE,0.2470924231847125,0.19638897717335305
116,6adcE,4kk9C,0.355630670076566,0.230472934484288
116,6adcE,4kk9E,0.4079048901620519,0.25481891647721605
116,6adcE,1otuE,1.0417042471146627,0.3771018756709079
116,6adcE,1otuC,0.4351119191790604,0.426956693589966
116,6adcE,6adbC,0.2388022815734029,0.1816214694006148
116,6adcE,6adbE,0.3070555509894776,0.11507343578830488
116,6adcE,2fecI,0.4983402285835085,0.21498199769170687
116,6adcE,2fecJ,0.7819367632724845,0.1188931924453192
116,6adcE,3detC,0.3794986773381159,0.17549585783449803
116,6adcE,3detE,0.3687433345240748,0.16542933028049325
116,6adcE,6k5aE,0.4169527834783123,0.19279977432932924
116,6adcE,6k5aC,0.3739377713018342,0.22215832436962507
116,6adcE,2hlfE,0.4749098874245425,0.14988590098048554
116,6adcE,2hlfC,0.373842838201102,0.14960472465762498
116,6adcE,4fg6E,0.3001918250224471,0.13751880612166428
116,6adcE,4fg6C,0.3404744150058962,0.15642065552149767
116,6adcE,1ottE,1.0472767614094791,0.3948481724300917
116,6adcE,1ottC,0.4999129174811986,0.4359294421145828
116,6adcE,2exyE,0.881158156377372,0.3868198248153885
116,6adcE,2exyC,0.3962495559470279,0.4312962889480514
116,6adcE,2ht2C,0.5177559816921178,0.2303432955416046
116,6adcE,2ht2E,0.5487013972575906,0.2634847911689649
116,6adcE,4kjpC,0.3767617980366536,0.2643215330983109
116,6adcE,4kjpE,0.4581017306404424,0.2275424591890932
116,6adcE,2ht4E,0.547470776418135,0.3069251281066061
116,6adcE,2ht4C,0.4781802500797317,0.20896672524090285
116,6adcE,4kklC,0.26828065242267546,0.1791391666732121
116,6adcE,4kklE,0.33135412397067576,0.17332752490905576
116,6adcE,1otsE,0.44376536194981,0.14358480476507404
116,6adcE,1otsC,0.36394727320079984,0.1484961741052091
116,6adcC,2h2pE,0.9884092677737074,0.3007842053421982
116,6adcC,2h2pC,0.6120965594792345,0.2980575159980673
116,6adcC,4mqxE,0.6801152034601534,0.3732461250603494
116,6adcC,4mqxC,0.410855528230824,0.15845247737144408
116,6adcC,3ejzC,0.5356942347622927,0.22013490001441424
116,6adcC,3ejzE,0.4951598244992751,0.26301052727648744
116,6adcC,2h2sE,0.5367397354221214,0.2639959077887785
116,6adcC,2h2sC,0.7872393006275783,0.35503416452265596
116,6adcC,2fedC,0.9459421567168986,0.1900581722050673
116,6adcC,2fedE,0.4977277518726741,0.3523460828486482
116,6adcC,2htlC,0.3678004444839941,0.1574853471470902
116,6adcC,2htlE,0.6712302507659952,0.32903722126752216
116,6adcC,4kkaC,0.4632506117572234,0.10937996187745612
116,6adcC,4kkaE,0.4219342428572432,0.33872089011138945
116,6adcC,6ad8E,0.6434820131242278,0.2836075624337392
116,6adcC,6ad8C,0.6259063109970615,0.16761591209041446
116,6adcC,4eneE,0.4762155176430135,0.268251365989411
116,6adcC,4eneC,0.4178930686455619,0.14654400714207366
116,6adcC,2htkC,0.460258800497567,0.23752671664841346
116,6adcC,2htkE,0.6703356918911231,0.3362998826612273
116,6adcC,6k5dE,0.697433836065097,0.3218659473744281
116,6adcC,6k5dC,0.2757828536810999,0.11245221307274324
116,6adcC,5hd8E,0.5885206502914841,0.298643300770853
116,6adcC,5hd8C,0.4922849013818446,0.19301409237274272
116,6adcC,4kk8E,0.5670564602576788,0.20085783811409388
116,6adcC,4kk8C,0.36077954687986175,0.15398221030063658
116,6adcC,4kkbE,0.32855292073392617,0.18212717811988
116,6adcC,4kkbC,0.38856648688858,0.14411874218379775
116,6adcC,2exwC,0.7636646650905706,0.445089370144448
116,6adcC,2exwE,0.6870957508221982,0.39873054858560186
116,6adcC,6k5fC,0.30292226129279864,0.10086259912018784
116,6adcC,6k5fE,0.578386170445317,0.35973774269429903
116,6adcC,2r9hE,0.5833011636775864,0.2882710031559007
116,6adcC,2r9hC,0.6474677038054956,0.18436039945033747
116,6adcC,2feeJ,0.5423027179992475,0.23939720357523636
116,6adcC,2feeI,0.6167074823618706,0.3295536540643626
116,6adcC,6adaC,0.3788964230944334,0.13469589264867954
116,6adcC,6adaE,0.7494161836953525,0.23702984391133936
116,6adcC,4kk5E,0.6307642602227052,0.2454300818805784
116,6adcC,4kk5C,0.4802821890400916,0.19597124128986151
116,6adcC,4louC,0.3673216645673315,0.11612786128349105
116,6adcC,4louE,0.5155325503266136,0.21877627517537374
116,6adcC,2ht3C,0.6171761161623514,0.1997709070225776
116,6adcC,2ht3E,0.6347714937378943,0.5443582178780059
116,6adcC,6k5iE,0.4885133801861201,0.21843996869648466
116,6adcC,6k5iC,0.21050090110930256,0.11838765262865712
116,6adcC,6ad7C,0.3801852789730408,0.11079205856713542
116,6adcC,6ad7E,0.5261168512745159,0.21253401334197106
116,6adcC,4kjqE,0.4526206695772991,0.2166296710052465
116,6adcC,4kjqC,0.2953444100351277,0.1812807922283427
116,6adcC,4kkcC,0.4798576376323545,0.1633929070671708
116,6adcC,4kkcE,0.4542861563286469,0.18579976746533736
116,6adcC,2ez0E,0.9051963501734444,0.4722039645102899
116,6adcC,2ez0C,0.5218194249536965,0.25279021430607634
116,6adcC,3ejyC,0.6731634095584526,0.14100781715457966
116,6adcC,3ejyE,0.7023039792759209,0.3770537102234269
116,6adcC,4kk6E,0.5087593494605938,0.2713980604902413
116,6adcC,4kk6C,0.3566813223223454,0.187191550186127
116,6adcC,4kjwC,0.4078287296792713,0.1431130179461746
116,6adcC,4kjwE,0.3777936942103371,0.16078942711791178
116,6adcC,4kk9C,0.2532564651863402,0.07958688312190598
116,6adcC,4kk9E,0.4475424547009441,0.29232839996937005
116,6adcC,1otuE,0.943503990698594,0.4808323451950194
116,6adcC,1otuC,0.557498311266886,0.2504982245597445
116,6adcC,6adbC,0.3544396605865542,0.13670599665129282
116,6adcC,6adbE,0.5025609933431827,0.2612821694994857
116,6adcC,2fecI,0.59071931842776,0.3584646067728188
116,6adcC,2fecJ,0.8503527316130487,0.2148484374479716
116,6adcC,3detC,0.4389988394908729,0.20277743835840456
116,6adcC,3detE,0.5577354305784744,0.3378416150572593
116,6adcC,6k5aE,0.6815044846432652,0.28859002498876923
116,6adcC,6k5aC,0.3336127204325281,0.16922767717522266
116,6adcC,2hlfE,0.6544082888358363,0.3697515558795119
116,6adcC,2hlfC,0.4897781848377102,0.24666238075291197
116,6adcC,4fg6E,0.4429241430438694,0.3216069512832844
116,6adcC,4fg6C,0.36232217196409294,0.2322203163403331
116,6adcC,1ottE,0.9749482049389157,0.4915060867973025
116,6adcC,1ottC,0.6459767172193229,0.2594682541080501
116,6adcC,2exyE,0.801338820451631,0.4501651990929392
116,6adcC,2exyC,0.4807612993888258,0.26740795102725473
116,6adcC,2ht2C,0.57678600491694,0.16228729864634184
116,6adcC,2ht2E,0.7380640830695636,0.44289776907991496
116,6adcC,4kjpC,0.5492982174723072,0.13268095370412727
116,6adcC,4kjpE,0.656161779195896,0.14583410315033882
116,6adcC,2ht4E,0.7500792997875695,0.4689718525867335
116,6adcC,2ht4C,0.6165565452539478,0.2297662784129194
116,6adcC,4kklC,0.4830302367845437,0.21441749231045998
116,6adcC,4kklE,0.5028807384780841,0.16907579804217931
116,6adcC,1otsE,0.6439160966016161,0.3701047944276789
116,6adcC,1otsC,0.4981244643865407,0.26588995430206264
116,2h2pE,2h2pC,0.7939808123207506,0.4796552662439094
116,2h2pE,4mqxE,0.4931046705080483,0.367833787862625
116,2h2pE,4mqxC,0.6788218016609269,0.29363449959615084
116,2h2pE,3ejzC,1.0785997423571692,0.3166595222667853
116,2h2pE,3ejzE,0.9866313505994152,0.3411942522724107
116,2h2pE,2h2sE,0.6288023086804857,0.2333591843013523
116,2h2pE,2h2sC,0.9743267100457392,0.5032909972953293
116,2h2pE,2fedC,1.1260223511701613,0.3874747970858083
116,2h2pE,2fedE,1.1137825088380409,0.40434537311191776
116,2h2pE,2htlC,1.0763066756049515,0.3637042892654888
116,2h2pE,2htlE,1.1213516045148502,0.4244972988650906
116,2h2pE,4kkaC,1.1983784269373614,0.3148145463583697
116,2h2pE,4kkaE,0.8825359417671865,0.317935201079094
116,2h2pE,6ad8E,1.0005954668260313,0.4301869649131363
116,2h2pE,6ad8C,0.4889326785543632,0.3557391190679454
116,2h2pE,4eneE,0.7915133005628398,0.4384562093818288
116,2h2pE,4eneC,1.135024312090857,0.35989151646531903
116,2h2pE,2htkC,0.916589715646576,0.3478938937769331
116,2h2pE,2htkE,1.1174254130747716,0.4283849209942543
116,2h2pE,6k5dE,1.3040347265142205,0.3624875203629767
116,2h2pE,6k5dC,0.993203896592962,0.2671166433719556
116,2h2pE,5hd8E,1.1877451317401762,0.3572107836816973
116,2h2pE,5hd8C,0.8868863287720332,0.36486347470634795
116,2h2pE,4kk8E,1.1503768816452449,0.3976807093206811
116,2h2pE,4kk8C,0.9420071974983536,0.3627797180872075
116,2h2pE,4kkbE,0.8254982386644775,0.32523597522601355
116,2h2pE,4kkbC,0.7504681080059521,0.3460448694543658
116,2h2pE,2exwC,0.6297950860966578,0.4044396901361443
116,2h2pE,2exwE,0.7164772630812121,0.25813383049739586
116,2h2pE,6k5fC,0.8567411809889802,0.2494759132668415
116,2h2pE,6k5fE,1.0333977788138289,0.3121307893611701
116,2h2pE,2r9hE,0.7297811893215962,0.3455210977474361
116,2h2pE,2r9hC,1.2249092574473026,0.3578229085064037
116,2h2pE,2feeJ,1.1235426364137404,0.35446422586888315
116,2h2pE,2feeI,0.8127824952462405,0.3634262708012755
116,2h2pE,6adaC,0.8721828921998299,0.3824497308745084
116,2h2pE,6adaE,1.4523079328547668,0.3225508141093124
116,2h2pE,4kk5E,1.2663950520137437,0.4282260798943198
116,2h2pE,4kk5C,1.1312116953650548,0.3879945910801224
116,2h2pE,4louC,0.8751073498950469,0.3302472278047119
116,2h2pE,4louE,1.1274728221324422,0.39149351175025227
116,2h2pE,2ht3C,0.8863292292272381,0.4316386031763156
116,2h2pE,2ht3E,1.2481222353824872,0.5239258143856246
116,2h2pE,6k5iE,0.8620207201266352,0.3299742616336282
116,2h2pE,6k5iC,0.9664025629662482,0.32864994526001
116,2h2pE,6ad7C,0.9948953937290836,0.24523314576343275
116,2h2pE,6ad7E,0.9476993786840284,0.4352958323938813
116,2h2pE,4kjqE,1.0308289968995084,0.4038527497085097
116,2h2pE,4kjqC,1.0316572685589105,0.3567603979824708
116,2h2pE,4kkcC,0.9688255065287048,0.3112247192589512
116,2h2pE,4kkcE,1.0881716298514872,0.32843311213601484
116,2h2pE,2ez0E,0.4590466639680785,0.3626137224599527
116,2h2pE,2ez0C,1.1280298361966623,0.4030931481444459
116,2h2pE,3ejyC,1.1728208158275983,0.36944899534927295
116,2h2pE,3ejyE,1.1831298901174236,0.4473229771418584
116,2h2pE,4kk6E,0.9529557312293321,0.3099932916378161
116,2h2pE,4kk6C,0.9776862735780836,0.41704984296661657
116,2h2pE,4kjwC,0.7000496046337763,0.3350182421565951
116,2h2pE,4kjwE,0.9614180317068008,0.33888672343107645
116,2h2pE,4kk9C,0.8786062618737143,0.3266000275641019
116,2h2pE,4kk9E,1.1009302556895622,0.3499641421812392
116,2h2pE,1otuE,0.4591438665660171,0.3691570598817924
116,2h2pE,1otuC,1.1584702773868611,0.4092462787517948
116,2h2pE,6adbC,0.9841781601058394,0.36471409862229975
116,2h2pE,6adbE,0.8303976005155702,0.3946879724169179
116,2h2pE,2fecI,0.9719867470332266,0.44732091144995423
116,2h2pE,2fecJ,0.6138677768783337,0.3809354764385165
116,2h2pE,3detC,1.1087661738113783,0.397537144776386
116,2h2pE,3detE,0.8641844378860131,0.4257724890398903
116,2h2pE,6k5aE,1.1135447943096053,0.3261033532751357
116,2h2pE,6k5aC,1.010863675542396,0.39490552605696494
116,2h2pE,2hlfE,0.8027244344499562,0.4732840397894942
116,2h2pE,2hlfC,0.9873440788402514,0.4502648217452632
116,2h2pE,4fg6E,0.7924381604420925,0.4439886123914188
116,2h2pE,4fg6C,0.8264794554934934,0.42852996278270505
116,2h2pE,1ottE,0.4680400240057188,0.3567250813285816
116,2h2pE,1ottC,1.2408333360831263,0.3892644968596863
116,2h2pE,2exyE,0.5248567215366172,0.3318611770816461
116,2h2pE,2exyC,1.056095412752931,0.4065888717406233
116,2h2pE,2ht2C,0.9054250250751064,0.2625296177448358
116,2h2pE,2ht2E,1.3592469385269428,0.4545042878596225
116,2h2pE,4kjpC,1.2084444532053795,0.34876370937130285
116,2h2pE,4kjpE,1.3540767811018362,0.3618547266114483
116,2h2pE,2ht4E,1.3968784869873765,0.4748078890566178
116,2h2pE,2ht4C,1.2891528704783917,0.4091073983155051
116,2h2pE,4kklC,1.0383243663782329,0.4481663198660183
116,2h2pE,4kklE,0.821232361712973,0.3855337673409911
116,2h2pE,1otsE,0.8649201522202176,0.4758835853974952
116,2h2pE,1otsC,1.0133548748059658,0.4683023176942199
116,2h2pC,4mqxE,0.5944002129896111,0.5383891532951018
116,2h2pC,4mqxC,0.427343647310011,0.2834048907943796
116,2h2pC,3ejzC,0.5626390801786498,0.4099902711836512
116,2h2pC,3ejzE,0.4960549181661198,0.4299499016618923
116,2h2pC,2h2sE,0.5066295049030823,0.4671631954528983
116,2h2pC,2h2sC,0.4360725583292479,0.22255236406928405
116,2h2pC,2fedC,0.7086238101862435,0.3895095600898319
116,2h2pC,2fedE,0.6853756813116895,0.5022755130543903
116,2h2pC,2htlC,0.5781595310002412,0.256986991072394
116,2h2pC,2htlE,0.6719263190253862,0.4937922764014073
116,2h2pC,4kkaC,0.6169854811315697,0.33444608435957185
116,2h2pC,4kkaE,0.5377296888487264,0.5169275041155991
116,2h2pC,6ad8E,0.5176676043051923,0.41965606261689387
