Set,Chain1,Chain2,LoopRMSD,AnchorRMSD
13,4kxzN,4kv5E,0.3448310780065806,0.1892452408669004
13,4kxzJ,4kxzH,0.4109906020865115,0.1352414674000034
13,4kxzJ,3eo1H,0.5302896233717588,0.22084121698572887
13,4kxzJ,3eo1K,0.4534175027372063,0.20109964618970827
13,4kxzJ,3eo1E,0.4535526526660661,0.2010759737882826
13,4kxzJ,3eo1B,0.5304890610482099,0.22080269826977708
13,4kxzJ,4kv5J,0.4181666707755307,0.2094478907689004
13,4kxzJ,4kv5G,0.4918836836672433,0.2505506319210064
13,4kxzJ,4kv5H,0.23423974187403984,0.192627388088728
13,4kxzJ,4kv5E,0.5584143637340365,0.20408747499979046
13,4kxzH,3eo1H,0.7150742518777398,0.21235986600771392
13,4kxzH,3eo1K,0.6635169537152643,0.2232332016656421
13,4kxzH,3eo1E,0.6636973218434465,0.22317394526254256
13,4kxzH,3eo1B,0.7150088572953881,0.2123466140549814
13,4kxzH,4kv5J,0.3755507597019057,0.1539756469193662
13,4kxzH,4kv5G,0.3051751800531188,0.21574354629445536
13,4kxzH,4kv5H,0.3766178161703208,0.14724328744037762
13,4kxzH,4kv5E,0.3305931925662096,0.1606431484711236
13,3eo1H,3eo1K,0.4723696904026613,0.21847352763269184
13,3eo1H,3eo1E,0.4721057697027811,0.2184488758405506
13,3eo1H,3eo1B,0.0007103080091092641,0.00038231067201329925
13,3eo1H,4kv5J,0.5345900178287218,0.189077616901172
13,3eo1H,4kv5G,0.5776818806784465,0.2207342984697732
13,3eo1H,4kv5H,0.5285398270506441,0.19434603981253207
13,3eo1H,4kv5E,0.7124412060622894,0.18083083719375276
13,3eo1K,3eo1E,0.0007859036578979773,0.00043994657842318135
13,3eo1K,3eo1B,0.4725430092840303,0.2183636427716449
13,3eo1K,4kv5J,0.5664465659690432,0.2660388435631555
13,3eo1K,4kv5G,0.6428309120208118,0.3082820570333064
13,3eo1K,4kv5H,0.4877477401522671,0.23502826459596324
13,3eo1K,4kv5E,0.703558152611578,0.2463176878218549
13,3eo1E,3eo1B,0.4722777419511819,0.21833999854691846
13,3eo1E,4kv5J,0.5666817751324237,0.26603138332974324
13,3eo1E,4kv5G,0.6428824750416363,0.3082898087039762
13,3eo1E,4kv5H,0.4879483728615632,0.23499946229314064
13,3eo1E,4kv5E,0.7037852366385223,0.2463161806416636
13,3eo1B,4kv5J,0.534436633086034,0.1891189529683552
13,3eo1B,4kv5G,0.5774589903625182,0.2207764066856301
13,3eo1B,4kv5H,0.5285852229946931,0.19434238402806936
13,3eo1B,4kv5E,0.7122488922031527,0.18081100602424954
13,4kv5J,4kv5G,0.2806359979857528,0.09765217689303142
13,4kv5J,4kv5H,0.2979399440525895,0.12703633421680924
13,4kv5J,4kv5E,0.3306416323107317,0.07788217663606799
13,4kv5G,4kv5H,0.3834209569612784,0.17991561252239813
13,4kv5G,4kv5E,0.2656829749679735,0.11383758073867455
13,4kv5H,4kv5E,0.42707426267000986,0.1204398549102926
14,4ffvH,4ffvD,0.4816677670592748,0.14556559077321374
15,2ny3D,2i60H,0.30152813031206344,0.1099015514374646
15,2ny3D,2i5yR,0.5738191381884251,0.08851885430652298
15,2ny3D,1yylH,0.2755943620125407,0.1191694787197081
15,2ny3D,2i60R,0.3830047338849281,0.13089372710150893
15,2ny3D,2ny4D,0.16324476400232998,0.04432118456318152
15,2ny3D,2ny6D,0.6063033965280367,0.22008435979549984
15,2ny3D,1rz8D,0.4882152665377849,0.0913859516786414
15,2ny3D,1rz8B,0.5736789306867535,0.11918441252833965
15,2ny3D,2ny5H,0.26534305362881844,0.0860189522903886
15,2ny3D,2nxyD,0.09280166949311798,0.02424200318471028
15,2ny3D,1rzjH,0.3783165334297143,0.19863531867737771
15,2ny3D,4jm2D,0.413924941119359,0.08742724120424256
15,2ny3D,2i5yH,0.2628196188215433,0.07516604114337838
15,2ny3D,1yymH,0.3302462674362437,0.10911217926617714
15,2ny3D,1rzkH,0.5038427268509229,0.27449929583328664
15,2ny3D,1yymR,0.4618357456906706,0.10409302513538528
15,2ny3D,1yylR,0.4838157932872621,0.16994460343562187
15,2ny3D,2ny1D,0.22450928323759595,0.052658352892839495
15,2ny3D,2ny0D,0.1402369599250214,0.0645474599045117
15,2ny3D,2ny2D,0.11369493191666565,0.04386699599741618
15,2ny3D,2nxzD,0.10400944010021886,0.08786553870084785
15,2ny3D,4rqsD,1.1160204066466861,0.22076767808493816
15,2i60H,2i5yR,0.39565998964475946,0.13248915415239304
15,2i60H,1yylH,0.27672572855170696,0.15559598215183906
15,2i60H,2i60R,0.3551451446686675,0.17277341044943215
15,2i60H,2ny4D,0.3051700896686052,0.12858281114051426
15,2i60H,2ny6D,0.5497532239444703,0.2377467114905464
15,2i60H,1rz8D,0.4388074072751623,0.14434493071753315
15,2i60H,1rz8B,0.4782744286345774,0.17918128677981646
15,2i60H,2ny5H,0.2517831361995183,0.10064456229751023
15,2i60H,2nxyD,0.32537448517886514,0.12365707400530915
15,2i60H,1rzjH,0.5102183644451049,0.26496067901569986
15,2i60H,4jm2D,0.5149388950401695,0.14190767127391785
15,2i60H,2i5yH,0.22381885569287852,0.1138165603428684
15,2i60H,1yymH,0.4558321554888212,0.10666176127159473
15,2i60H,1rzkH,0.5019055726203696,0.2988470735787188
15,2i60H,1yymR,0.4178267398125247,0.08358919686457812
15,2i60H,1yylR,0.436804840733028,0.21810203360508307
15,2i60H,2ny1D,0.32266096661239946,0.12563462081157212
15,2i60H,2ny0D,0.3145838459854917,0.13453736962104001
15,2i60H,2ny2D,0.3245872104390365,0.10991093807207886
15,2i60H,2nxzD,0.35291506932800504,0.1489586618545289
15,2i60H,4rqsD,0.9972844804534502,0.22679554611941394
15,2i5yR,1yylH,0.5478056822144179,0.12275599321722433
15,2i5yR,2i60R,0.5360330999650813,0.1370571013938924
15,2i5yR,2ny4D,0.5524167877209025,0.09097447534817342
15,2i5yR,2ny6D,0.5968840603365455,0.2163006767563036
15,2i5yR,1rz8D,0.5686814093887781,0.08763819714157617
15,2i5yR,1rz8B,0.4984054845136384,0.13759254887200775
15,2i5yR,2ny5H,0.4408264825648557,0.11229419226871523
15,2i5yR,2nxyD,0.5945474702625032,0.0956567166629023
15,2i5yR,1rzjH,0.771953980656082,0.18892466543612588
15,2i5yR,4jm2D,0.6489910153221123,0.1449518298460548
15,2i5yR,2i5yH,0.524479291897569,0.10518775278563176
15,2i5yR,1yymH,0.7814366213108551,0.11737002894736387
15,2i5yR,1rzkH,0.559607539511438,0.22667012335304304
15,2i5yR,1yymR,0.615946729698297,0.12974133787070824
15,2i5yR,1yylR,0.5702841503465262,0.1419790791684326
15,2i5yR,2ny1D,0.5733666033145587,0.1072238051210826
15,2i5yR,2ny0D,0.5940600263412642,0.09264483876285336
15,2i5yR,2ny2D,0.5904235201004663,0.1005658939682279
15,2i5yR,2nxzD,0.631617017315417,0.11382829966461905
15,2i5yR,4rqsD,0.8723510427031782,0.17764089663141755
15,1yylH,2i60R,0.4058524901289833,0.13203135534516672
15,1yylH,2ny4D,0.3256125994717197,0.12775414662119505
15,1yylH,2ny6D,0.5573187462000103,0.15504201785547025
15,1yylH,1rz8D,0.5496445756388478,0.11081405432716293
15,1yylH,1rz8B,0.6369243126178639,0.08229033881543432
15,1yylH,2ny5H,0.3214476347702757,0.10608470441127107
15,1yylH,2nxyD,0.2749228867872373,0.1264952454638152
15,1yylH,1rzjH,0.4300645171255232,0.15855508803236604
15,1yylH,4jm2D,0.4940050037015756,0.16786002660799146
15,1yylH,2i5yH,0.18671019925605584,0.13272826853097835
15,1yylH,1yymH,0.3487435173129466,0.1887514237685694
15,1yylH,1rzkH,0.537891214241586,0.3009541738603819
15,1yylH,1yymR,0.434396670507612,0.13936755200667378
15,1yylH,1yylR,0.4285631902788447,0.11569482161116848
15,1yylH,2ny1D,0.2989835802271526,0.12179099364355678
15,1yylH,2ny0D,0.3010111988741188,0.13584011901114118
15,1yylH,2ny2D,0.30978849766723804,0.1268962110617106
15,1yylH,2nxzD,0.3072725999973062,0.1727206775118749
15,1yylH,4rqsD,1.1574734581361563,0.19187410746836397
15,2i60R,2ny4D,0.3049755385528964,0.13521670432938362
15,2i60R,2ny6D,0.5486956331241443,0.1686875837310231
15,2i60R,1rz8D,0.5939962478769649,0.06971684838661221
15,2i60R,1rz8B,0.6071219976632503,0.16252159759878584
15,2i60R,2ny5H,0.3761145747148101,0.11420515623911988
15,2i60R,2nxyD,0.3851615737098324,0.1352638896954828
15,2i60R,1rzjH,0.4280055636505013,0.15972801252789692
15,2i60R,4jm2D,0.6037134938724317,0.16754668759234215
15,2i60R,2i5yH,0.3372134164160909,0.1299134271246425
15,2i60R,1yymH,0.5055818864479863,0.19125937572400234
15,2i60R,1rzkH,0.4861559965399425,0.31553546193992404
15,2i60R,1yymR,0.3193335576799941,0.18817254969538602
15,2i60R,1yylR,0.2966658865887364,0.15530590469441538
15,2i60R,2ny1D,0.29023849489514764,0.10414339559839647
15,2i60R,2ny0D,0.3790026374998139,0.13445534712467336
15,2i60R,2ny2D,0.3868407577172732,0.11691829992872887
15,2i60R,2nxzD,0.3748694580074873,0.12294268253814546
15,2i60R,4rqsD,0.9716530647656254,0.18895424156114654
15,2ny4D,2ny6D,0.5350457933694196,0.21954767651491486
15,2ny4D,1rz8D,0.5217348418791625,0.09938734777495203
15,2ny4D,1rz8B,0.5765598413359588,0.13328023313797874
15,2ny4D,2ny5H,0.2901443136345279,0.08787614011663003
15,2ny4D,2nxyD,0.17729124172029398,0.04458107319485078
15,2ny4D,1rzjH,0.3191267430754326,0.18945122070721995
15,2ny4D,4jm2D,0.4678332901732549,0.10255993210362607
15,2ny4D,2i5yH,0.2609059216185082,0.07742642155394036
15,2ny4D,1yymH,0.3964846662698813,0.1324835899928165
15,2ny4D,1rzkH,0.4341519603035443,0.26595006311802954
15,2ny4D,1yymR,0.38573646058285854,0.12169993619408175
15,2ny4D,1yylR,0.4019025448262846,0.1644272926151091
15,2ny4D,2ny1D,0.153490391324517,0.051406590637793084
15,2ny4D,2ny0D,0.18041843263994828,0.07404697352197581
15,2ny4D,2ny2D,0.13067506863551384,0.0673038481756351
15,2ny4D,2nxzD,0.15945153046819516,0.0987078572959822
15,2ny4D,4rqsD,1.0243174577369931,0.22880273322526898
15,2ny6D,1rz8D,0.8435582366889892,0.19198308236918715
15,2ny6D,1rz8B,0.8526095331699299,0.22031246618460085
15,2ny6D,2ny5H,0.5529508267979848,0.182642864855158
15,2ny6D,2nxyD,0.6074269224000093,0.22121728817409295
15,2ny6D,1rzjH,0.6213992105439705,0.16703640494565244
15,2ny6D,4jm2D,0.7647503021323191,0.2577984556806843
15,2ny6D,2i5yH,0.5256985113219534,0.20973980720730293
15,2ny6D,1yymH,0.7877956834365415,0.2784750392452633
15,2ny6D,1rzkH,0.5678103439886365,0.3337435458586009
15,2ny6D,1yymR,0.5095175654759151,0.2278759366294415
15,2ny6D,1yylR,0.4444149156743139,0.14225808941573806
15,2ny6D,2ny1D,0.4831736880242724,0.1993857305749962
15,2ny6D,2ny0D,0.6163828348564261,0.20191353606145365
15,2ny6D,2ny2D,0.597166290655141,0.20747124378053936
15,2ny6D,2nxzD,0.6277272445378183,0.240746823124244
15,2ny6D,4rqsD,1.0339696308809811,0.2081316773888791
15,1rz8D,1rz8B,0.2713265337514308,0.12998753390760528
15,1rz8D,2ny5H,0.4900173299508038,0.09885109770327734
15,1rz8D,2nxyD,0.5113952065244861,0.09985918980475776
15,1rz8D,1rzjH,0.7127202810281986,0.16316743334246175
15,1rz8D,4jm2D,0.5724574148485546,0.1434505321072073
15,1rz8D,2i5yH,0.5410188750572223,0.11679006052112137
15,1rz8D,1yymH,0.6082429090067728,0.148227346458465
15,1rz8D,1rzkH,0.6616385820055238,0.28518814863545305
15,1rz8D,1yymR,0.7346279946247187,0.1602823248487638
15,1rz8D,1yylR,0.7287801308398185,0.14241433020931615
15,1rz8D,2ny1D,0.6075961301533597,0.08141861762347535
15,1rz8D,2ny0D,0.5217615098387426,0.1053658928758733
15,1rz8D,2ny2D,0.5100462130337271,0.09256713867589307
15,1rz8D,2nxzD,0.531144138615771,0.10016230948000757
15,1rz8D,4rqsD,1.0927268419737697,0.17716390152305253
15,1rz8B,2ny5H,0.5023237707931887,0.1397535926142241
15,1rz8B,2nxyD,0.5990368660291376,0.12636369880543688
15,1rz8B,1rzjH,0.7932405053119628,0.19200787052844231
15,1rz8B,4jm2D,0.6834158093604026,0.1594821050450284
15,1rz8B,2i5yH,0.6062892768367439,0.1501971182505684
15,1rz8B,1yymH,0.7491198381958705,0.18796007993815755
15,1rz8B,1rzkH,0.6959234511006999,0.3185308783688491
15,1rz8B,1yymR,0.7529839818949128,0.15818012197198394
15,1rz8B,1yylR,0.7474716903435397,0.1652084486681685
15,1rz8B,2ny1D,0.6489166190230377,0.13890816626720282
15,1rz8B,2ny0D,0.5912654870446595,0.1520436342971732
15,1rz8B,2ny2D,0.5854535965680252,0.1374486153629391
15,1rz8B,2nxzD,0.6225629020990628,0.1762178562203468
15,1rz8B,4rqsD,0.9327322843940222,0.23266543701097855
15,2ny5H,2nxyD,0.2825941806700501,0.09549232251791667
15,2ny5H,1rzjH,0.4901287071362185,0.1969073458091788
15,2ny5H,4jm2D,0.5386755010249067,0.13297023617238524
15,2ny5H,2i5yH,0.3021111872865049,0.09086170250185492
15,2ny5H,1yymH,0.505032102253777,0.15598415404999866
15,2ny5H,1rzkH,0.5307389844922838,0.29764508037664383
15,2ny5H,1yymR,0.42893490773751264,0.11074110653578004
15,2ny5H,1yylR,0.44410848979394,0.1588416629964834
15,2ny5H,2ny1D,0.2884176865702445,0.07899160013378298
15,2ny5H,2ny0D,0.2520107935179148,0.10821418616143008
15,2ny5H,2ny2D,0.2939113045977237,0.08932962537168541
15,2ny5H,2nxzD,0.3178862467023906,0.13412008332247394
15,2ny5H,4rqsD,0.994967688055001,0.20881759104277486
15,2nxyD,1rzjH,0.3682570706774432,0.19371649761470444
15,2nxyD,4jm2D,0.40457094274038813,0.07947971710239941
15,2nxyD,2i5yH,0.26957331204815,0.07931605441804697
15,2nxyD,1yymH,0.3224998836461678,0.11845118829324976
15,2nxyD,1rzkH,0.5007520920095104,0.2700197288951468
15,2nxyD,1yymR,0.4701813540312437,0.1077476036341024
15,2nxyD,1yylR,0.4809276668666199,0.1685686714137918
15,2nxyD,2ny1D,0.2360270095132657,0.05515881434823923
15,2nxyD,2ny0D,0.12758347933968714,0.056557980943496636
15,2nxyD,2ny2D,0.10266980623308428,0.05370404421339455
15,2nxyD,2nxzD,0.10228698945528747,0.09264694331081352
15,2nxyD,4rqsD,1.1319471276660364,0.23102565219680596
15,1rzjH,4jm2D,0.6673993477853601,0.2406554872301138
15,1rzjH,2i5yH,0.3909100636796259,0.19927582770737406
15,1rzjH,1yymH,0.4383354214732155,0.27132277030273044
15,1rzjH,1rzkH,0.5966393290105163,0.27344676293541603
15,1rzjH,1yymR,0.3829805579402053,0.2429832788821296
15,1rzjH,1yylR,0.4293360963837951,0.09643717908975634
15,1rzjH,2ny1D,0.2803642212315422,0.18089574782751874
15,1rzjH,2ny0D,0.3759104286587598,0.17500293691969376
15,1rzjH,2ny2D,0.3639209099515584,0.19791583106458446
15,1rzjH,2nxzD,0.3230435605323073,0.21661559160131225
15,1rzjH,4rqsD,1.1452419040671071,0.1943280835518812
15,4jm2D,2i5yH,0.5147877311041511,0.12201961150847535
15,4jm2D,1yymH,0.4844916726155534,0.1466122223161551
15,4jm2D,1rzkH,0.4894649044485661,0.3075781308447036
15,4jm2D,1yymR,0.7699134768139763,0.1247669077827064
15,4jm2D,1yylR,0.7333140927919019,0.21207383606425328
15,4jm2D,2ny1D,0.5628432776123118,0.1105317856353484
